,Unnamed: 0,creatorPersonID,creatorPersonName,ORCID
51,51,10051,Moresi Louis,
52,52,10052,Paul Mooney,
53,53,10053,Rajmund Mokso,
54,54,10054,Atwood Robert C.,0000-0001-6708-1085
55,55,10055,Drakopoulos Michael,
56,56,10056,Nghia T.,
57,57,10057,Hernan Sanabria,
58,58,10058,Fonseca Andres,
59,59,10059,Lizi Chen,
60,60,10060,Melda Özdin,
61,61,10064,Guo Weisi,
62,62,10065,Dixie Newsome,
63,63,10066,Maxim Odegov,
64,64,10067,Lanini Jessica,
65,65,10068,Hayden Benjamin,0000-0002-7678-4281
66,66,10069,Pragathi Priyadharsini Balasubramani,
67,67,10070,Quanyin Hu,
68,68,10071,Maire Florian,
69,69,10072,Friel Nial,
70,70,10073,Mira Antonietta,
71,71,10074,Zeping Yu,
72,72,10075,Mario Pasquato,
73,73,10076,Paul Mooney,
74,74,10077,Albert Costas,
75,75,10078,Lozhnikov Nikita,0000-0002-2875-8708
76,76,10079,Derczynski Leon,0000-0002-8656-3431
77,77,10080,Mazzara Manuel,
78,78,10081,Yuanjie Li,
79,79,10082,Mooney Meghan,
80,80,10083,Sigrin Ben,
81,81,10084,Pémille Clément Vialatte De,
82,82,10085,Feiyang Ma,
83,83,10086,Williams Andrew,
84,84,10087,Menghan Hu,
85,85,10088,Chang Nadine,
86,86,10089,Pyles John,
87,87,10090,Marcus Austin,
88,88,10091,Abhinav Gupta,
89,89,10092,Tarr Michael,
90,90,10093,Aminoff Elissa,0000-0002-6455-8930
91,91,10094,Gor Khachatryan,
92,92,10096,"Harris Rebecca B.,",
93,93,10097,D. Francis Clinton,
94,94,10098,Jackson Ashley,
95,95,10099,Eaves Joanne,
96,96,10100,Attridge Nina,0000-0001-9586-372X
97,97,10101,Gilmore Camilla,
98,98,10102,Charbonneau Amanda,
99,99,10103,Tack David,
100,100,10104,Lale Allison,
101,101,10105,Goldston Josh,
102,102,10106,Caple Mackenzie,
103,103,10107,Conner Emma,
104,104,10108,Barazani Oz,
105,105,10109,Ziffer-Berger Jotham,
106,106,10110,Dworkin Ian,
107,107,10111,Conner Jeff,
108,108,10112,Miguet Paul,
109,109,10113,Lavigne Claire,0000-0003-2869-5177
110,110,10114,Vaughan Brett,
111,111,10115,Fitzgerald Kylie,0000-0002-2412-0889
112,112,10116,Fleischmann Michael,0000-0002-2152-1193
113,113,10117,Ceausu Silvia,0000-0002-6278-6075
114,114,10118,Merckx Thomas,
115,115,10119,Sossai Esther,
116,116,10120,Sapage Manuel,
117,117,10121,Murilo Miranda,
118,118,10122,Pereira Henrique M.,
119,119,10123,Franz Hell,
120,120,10124,Abien Fred Agarap,
121,121,10125,Sandeep Krishnan,
122,122,10126,Tamine Lynda,
123,123,10127,Lombardot Thierry,0000-0003-4157-0029
124,124,10128,Kottmann Renzo,
125,125,10129,Pfeffer Hauke,
126,126,10130,Richter Michael,
127,127,10131,Teeling Hanno,
128,128,10132,Frank Oliver,
129,129,10133,Fernando Lasso,
130,130,10134,W. Rouse Greg,
131,131,10135,Wilson Nerida G.,
132,132,10136,Carvajal Jose I.,
133,133,10137,Vrijenhoek Robert C.,
134,134,10138,Bravo Carlos,
135,135,10139,Cordovez Juan Manuel,
136,136,10140,Renjifo Camila,
137,137,10141,Santos-Vega Mauricio,
138,138,10142,Truoc Pham,
139,139,10143,Lopez Luis Alberto,
140,140,10144,Anna Montoya,
141,141,10145,Fichter Andreas,0000-0002-9002-3892
142,142,10146,Mücke Thomas,
143,143,10147,Ritschl Lucas,
144,144,10148,Humbs Martin,
145,145,10149,Luppa Peter,
146,146,10150,Wolff Klaus-Dietrich,
147,147,10151,Cigdem Inan,
148,148,10152,Faccenda Manuele,
149,149,10153,Huffman G. J.,
150,150,10154,Bolvin D. T.,
151,151,10155,Nelkin E. J.,
152,152,10156,Adler R. F.,
153,153,10157,Jovanović Sanja Manitašević,
154,154,10158,Budečević Sanja,0000-0001-7672-8901
155,155,10159,Wang Hui,
156,156,10160,Sapir Yuval,
157,157,10161,Imbert Eric,
158,158,10162,Nar Barbara,
159,159,10163,Hale Matthew C.,
160,160,10164,Colletti John A.,
161,161,10165,"Gahr Scott A.,",
162,162,10166,Scardina Julie,
163,163,10167,Thrower Frank P.,
164,164,10168,Harmon Matthew,
165,165,10169,Carter Megan,
166,166,10170,Phillips Ruth B.,
167,167,10171,H. Thorgaard Gary,
168,168,10172,Nichols Krista M.,
169,169,10173,Aakaash Jois,
170,170,10174,Nathan Cohen,
171,171,10175,Abbas Tahir,
172,172,10176,Brocklehurst Neil,
173,173,10177,Yong Hoon,
174,174,10178,Gabriel Rosinol,
175,175,10179,Yan Han,
176,176,10180,Yury Kashnitskiy,
177,177,10181,Keval M,
178,178,10182,Armineh Nourbakhsh,
179,179,10183,Olga Belitskaya,
180,180,10184,Wenxian Peng,
181,181,10186,Mota Lucie,
182,182,10187,Torices Rubén,0000-0001-9604-1111
183,183,10188,Loureiro João,
184,184,10189,Dvorak Petr,
185,185,10190,Whitman Brian,
186,186,10191,Lamere Paul,
187,187,10192,Leme Luiz André,
188,188,10193,Neves Júnior Angelo Batista,
189,189,10194,Mohamed Loey,
190,190,10195,Yi Ming,0000-0001-9098-1364
191,191,10196,Horton Jay D,
192,192,10197,Cohen Jonathan C,
193,193,10198,Hobbs Helen H,
194,194,10199,Stephens Robert M,
195,195,10200,Christian Urcuqui Andrés Navarro,
196,196,10201,Zhu Jamie,
197,197,10202,Lazzari Barbara,
198,198,10203,Frattini Stefano,
199,199,10204,Chessa Stefania,0000-0001-9720-5982
200,200,10205,Talenti Andrea,0000-0003-1309-3667
201,201,10206,Castiglioni Bianca,
202,202,10207,Marsan Paolo,
203,203,10208,Crepaldi Paola,
204,204,10209,Pagnacco Giulio,0000-0002-5013-5179
205,205,10210,Williams John,
206,206,10211,Stella Alessandra,
207,207,10212,Morais Camilo,
208,208,10213,Lima Kassio,
209,209,10214,Daniel Grijalva,
210,210,10215,maheshwari gaurav,
211,211,10216,Kucuk Ahmet,
212,212,10217,Banda Juan M.,0000-0001-8499-824X
213,213,10218,Angryk Rafal A.,
214,214,10219,Nichols Thomas,
215,215,10221,C. Bagley Justin,0000-0001-6737-8380
216,216,10222,Alda Fernando,
217,217,10223,Breitman Maria F.,
218,218,10224,Bermingham Eldredge,
219,219,10225,P. van,
220,220,10226,Berghe Eric,
221,221,10227,B. Johnson Jerald,
222,222,10228,Luo Ting,
223,223,10229,Simone Luigi De,
224,224,10230,Liguori Pietro,
225,225,10231,Lawrence H. Officer,
226,226,10232,Catalano Santiago A.,
227,227,10233,Marcos D.,
228,228,10234,Alvaro Flores,
229,229,10235,Kevin Mader,
230,230,10236,Uddeshya Singh,
231,231,10237,Jong Maarten De,
232,232,10238,Chen Wei,
233,233,10239,Geerlings Henry,
234,234,10240,Asta Mark,
235,235,10241,Persson Kristin,0000-0003-2495-5509
236,236,10242,Halchenko Yaroslav,
237,237,10244,Florea Raluca,
238,238,10245,Stray Viktoria,
239,239,10246,Wang Xin-Cun,
240,240,10247,Das Samir,
241,241,10248,Madjar Cécile,0000-0003-1108-031X
242,242,10249,Sengupta Ayan,
243,243,10250,Mohades Zia,
244,244,10251,Dupuis Julian,
245,245,10252,Peigler Richard,
246,246,10253,Geib Scott,
247,247,10254,Yeung Ka Yee,0000-0002-1754-7577
248,248,10255,Medvedovic Mario,
249,249,10256,Bumgarner Roger E,
250,250,10257,Rankin Brian D.,
251,251,10258,W. Fox Jeremy,
252,252,10259,Barrón-Ortiz Christian R.,
253,253,10260,Chew Amy E.,
254,254,10261,A. Holroyd Patricia,0000-0003-1292-6356
255,255,10262,Ludtke Joshua A.,
256,256,10263,Yang Xingkai,
257,257,10264,M. Theodor Jessica,
258,258,10265,Lerner Yulia,
259,259,10266,Scherf K. Suzy,0000-0002-0696-6362
260,260,10267,Katkov Mikhail,0000-0002-9532-8484
261,261,10268,Hasson Uri,0000-0002-3599-7168
262,262,10269,Behrmann Marlene,
263,263,10270,Lamaze Fabien C.,
264,264,10271,Scott A.,
265,265,10272,Normandeau Eric,
266,266,10273,Roy Gabriel,
267,267,10274,Garant Dany,
268,268,10277,Robert C.,
269,269,10278,Scherler Dirk,0000-0003-3911-2803
270,270,10279,Wulf Hendrik,
271,271,10280,Gorelick Noel,
272,272,10286,Oltean Mihai,
273,273,10287,Vishal Sourav,
274,274,10288,Niu Shan-Ce,0000-0002-1636-0217
275,275,10289,Xu Qing,
276,276,10290,Zhang Guo-Qiang,0000-0001-6439-019X
277,277,10291,Zhang Yong-Qiang,
278,278,10292,Tsai Wen-Chieh,
279,279,10293,Hsu Jui-Ling,
280,280,10294,Liang Chieh-Kai,
281,281,10295,Luo Yi-Bo,
282,282,10296,Liu Zhong-Jian,0000-0003-4390-3878
283,283,10297,Kong Jacinta Dara,
284,284,10298,Magdamo Colin,
285,285,10299,Feng,
286,286,10300,Buer Jan,
287,287,10301,Zeng An-Ping,
288,288,10302,Yubo Zhang,
289,289,10303,Causey Dwight,
290,290,10304,Pohl Moritz,
291,291,10305,Stead David,
292,292,10306,Martin Samuel,
293,293,10307,Secombes Christopher,
294,294,10308,Jean-Charles Lambert,
295,295,10310,Kim Schreier,
296,296,10311,Deepak Gupta,
297,297,10315,Mrdjenovich David,
298,298,10316,Ballouz Eric,
299,299,10317,Liu Miao,0000-0002-1843-9519
300,300,10318,Winston Donald,
301,301,10319,Graf Tanja,
302,302,10320,Thomas D.,
303,303,10321,Prinz Fritz B.,
304,304,10323,Zubiaga Arkaitz,0000-0003-4583-3623
305,305,10324,Kochkina Elena,
306,306,10325,Gorrell Genevieve,0000-0002-8324-606X
307,307,10326,Aker Ahmet,
308,308,10327,Bontcheva Kalina,
309,309,10328,Liakata Maria,
310,310,10329,Zanivan Sara,0000-0002-9880-9099
311,311,10330,Cascone Ilaria,
312,312,10331,Peyron Chiara,
313,313,10332,Molineris Ivan,0000-0003-2102-0804
314,314,10333,Marchio Serena,
315,315,10334,Caselle Michele,
316,316,10335,Bussolino Federico,
317,317,10336,Power Anne Marie,0000-0001-7351-2451
318,318,10337,Merder Julian,
319,319,10338,Fullbrook Liam,
320,320,10339,Graham Conor,
321,321,10340,Kennedy Robert J.,
322,322,10341,Jack P.J.,
323,323,10342,Wieczorek Alina M.,
324,324,10343,Johnson Mark P.,
325,325,10345,Gustavo Bonesso,
326,326,10347,John Sumerel,
327,327,10348,Wong Zhiwei,
328,328,10349,Saudabayev Artur,
329,329,10350,Varol Atakan Huseyin,
330,330,10351,Khassenova Raykhan,
331,331,10352,Monika Munjal,
332,332,10353,Newburn A.,
333,333,10354,Harris Martyn,
334,334,10355,Levene Mark,
335,335,10356,Yu Zeping,
336,336,10358,Huntenburg Julia M,
337,337,10359,Compo G. P.,
338,338,10360,Whitaker J. S.,
339,339,10361,Allan R. J.,
340,340,10362,Yin X.,
341,341,10363,Vose R. S.,
342,342,10364,Matsui N.,
343,343,10365,Ashcroft L.,
344,344,10366,Auchmann R.,
345,345,10367,Bessemoulin P.,
346,346,10368,Brandsma T.,
347,347,10369,Brohan P.,
348,348,10370,Comeaux J.,
349,349,10371,Cram T. A.,
350,350,10372,Groisman P. Y.,
351,351,10373,Hersbach H.,
352,352,10374,Jones P. D.,
353,353,10375,Jonsson T.,
354,354,10376,"Jourdain S.,",
355,355,10377,Kelly G.,
356,356,10378,Knapp K. R.,
357,357,10379,Kruger A.,
358,358,10380,Lentini G.,
359,359,10381,Lorrey A.,
360,360,10382,Lott N.,
361,361,10383,Lubker S. J.,
362,362,10384,Luterbacher J.,
363,363,10385,Marshall G. J.,
364,364,10386,Maugeri M.,
365,365,10387,Mock C. J.,
366,366,10388,Mok H. Y.,
367,367,10389,Rodwell M. J.,
368,368,10390,Ross T. F.,
369,369,10391,Srnec L.,
370,370,10392,Valente M. A.,
371,371,10393,Vizi Z.,
372,372,10394,Wang X. L.,
373,373,10395,Westcott N.,
374,374,10396,Woollen J. S.,
375,375,10397,Worley S. J.,
376,376,10399,Zeilinger Carsten,
377,377,10400,Karrenberg Sophie,
378,378,10401,Pappalardo Giuseppe,
379,379,10402,Griesser Michael,0000-0002-2220-2637
380,380,10403,Wagner Gretchen F.,0000-0003-1883-222X
381,381,10404,M. Drobniak Szymon,0000-0001-8101-6247
382,382,10405,Ekman Jan,
383,383,10406,Yarra Tejaswi,
384,384,10408,Brew David,
385,385,10409,Adam Benson,
386,386,10413,Chris Crawford,
387,387,10414,dhruv alexander,
388,388,10416,Paya Luis,
389,389,10417,ZIeliński Piotr,
390,390,10418,Brzyska Krystyna,
391,391,10419,Dudek Katarzyna,0000-0002-9810-2536
392,392,10420,Babik Wiesław,
393,393,10421,Hoyt Robert,
394,394,10422,Nigel J.,
395,395,10423,Gifford Miriam L.,0000-0002-4005-2513
396,396,10424,Walker Liam,0000-0003-0261-0518
397,397,10425,Boddington Claire,
398,398,10426,Jenkins Dafyd J.,
399,399,10427,Wang Ying,
400,400,10428,Hulsmans Jo,
401,401,10429,Kumar Sanjeev,
402,402,10430,Moore Jonathan D.,0000-0002-5486-0407
403,403,10431,Carter Anthony,
404,404,10432,Samavedam Siva,
405,405,10433,Bonomo Giovanni,
406,406,10434,Hersh David S.,0000-0003-1177-2201
407,407,10435,Sherratt Emma,0000-0003-2164-7877
408,408,10436,Kraemer Andrew,0000-0002-1682-4544
409,409,10437,Serb Jeanne,
410,410,10438,Alejandrino Alvin,
411,411,10439,Adams Dean C.,
412,412,10440,Olsen Aaron M.,
413,413,10441,Lok Wun Chao,
414,414,10442,Janell,
415,415,10443,Vish Vishal,
416,416,10444,Amir Anhari,
417,417,10445,Muwei Li,
418,418,10446,Eck Anat,
419,419,10447,Yijie Ding,
420,420,10448,Chen Wei,
421,421,10449,Xiaoning Wu,
422,422,10450,Xuzhen Yan,
423,423,10451,Anjian Xu,0000-0003-4186-9485
424,424,10452,Aiting Yang,
425,425,10453,Aleksey Bilogur,
426,426,10454,Javal Marion,0000-0001-7878-2936
427,427,10455,Courtin Claudine,
428,428,10456,Kerdelhué Carole,
429,429,10457,Lombaert Eric,
430,430,10458,Tsykun Tetyana,
431,431,10459,Prospero Simone,0000-0002-9129-8556
432,432,10460,Roques Alain,0000-0002-3734-3918
433,433,10461,Roux Géraldine,
434,434,10462,Sok Hong Kuan,
435,435,10463,Malek Keyvan,
436,436,10464,Larkin Daniel J.,0000-0001-6378-0495
437,437,10465,L. Hipp Andrew,0000-0002-1241-9904
438,438,10466,Kattge Jens,
439,439,10467,Prescott William,
440,440,10468,Tonietto Rebecca K.,
441,441,10469,Jacobi Sarah K.,
442,442,10470,Bowles Marlin L.,
443,443,10471,Erskine Andrew,
444,444,10472,Loiselle Steven,
445,445,10473,Davi Cunha,
446,446,10474,Shupe Scott,
447,447,10475,Rocha Luciana,
448,448,10476,Riveros Elsa Valiente,
449,449,10477,Ong Xuan Hong,
450,450,10480,Berleant Shoshana,
451,451,10481,Gorgolewski Krzysztof,
452,452,10482,Francesca Leasi,
453,453,10483,Timothy,
454,454,10487,Anonymous Anonymous,
455,455,10488,Rambaut Andrew,
456,456,10489,Thomas Jessica A.,
457,457,10490,John W. H.,
458,458,10491,Welch John J.,
459,459,10492,Ekaterina Gasparian,
460,460,10493,Tianjin Xie,
461,461,10494,Rafael,
462,462,10495,Kyu-Baek Hwang,
463,463,10496,Greenberg Steve A,
464,464,10497,Peter J,
465,465,10498,Nevo Noa,
466,466,10499,Toubiana David,0000-0001-9526-1745
467,467,10500,Samani Talya,
468,468,10501,Batushansky Albert,
469,469,10502,Sikron Noga,
470,470,10503,Saranga Yehoshua,
471,471,10504,Fait Aaron,0000-0002-9073-8441
472,472,10505,Royer Michael,
473,473,10506,Mitchell Reynolds,
474,474,10507,Daniel Silion,
475,475,10508,Lemenkova Polina,
476,476,10509,Yang Hua,
477,477,10510,Liu Xinye,
478,478,10511,Xin Mingming,0000-0003-4010-4165
479,479,10512,Du Jinkun,
480,480,10513,Hu Zhaorong,0000-0002-1815-648X
481,481,10514,Peng Huiru,
482,482,10515,Rossi Vincenzo,0000-0001-9746-2583
483,483,10516,Sun Qixin,
484,484,10517,Ni Zhongfu,
485,485,10518,Yao Yingyin,
486,486,10520,Ciais Philippe,
487,487,10521,peng shushi,
488,488,10522,makowski david,
489,489,10523,Li Wei,
490,490,10524,Timar Bogdan,
491,491,10525,Napolitano Constanza,0000-0002-7081-6975
492,492,10526,Díaz Diego,
493,493,10527,Sanderson Jim,
494,494,10528,E. Johnson Warren,
495,495,10529,Ritland Kermit,
496,496,10530,Greg,
497,497,10531,Vigalondo Beatriz,
498,498,10532,Jodi R,
499,499,10533,Jingkai Yu,
500,500,10534,Guozhen Liu,
501,501,10535,Hines Julie A,
502,502,10536,Chan Jason E,0000-0003-0552-8544
503,503,10537,Bernie A,
504,504,10538,Huamei Zhang,
505,505,10539,Fotouhi Farshad,
506,506,10540,DiRita Victor J,
507,507,10541,Ideker Trey,
508,508,10542,Andrews Phillip,
509,509,10543,Finley Russell L,
510,510,10544,Lamjed Ben Jabeur,
511,511,10545,Wang Jing,
512,512,10546,Kean Laura,
513,513,10547,Jingli Yang,
514,514,10548,Allan Adrian K,
515,515,10549,Shireen A,
516,516,10550,Herzyk Pawel,
517,517,10551,Dow Julian,
518,518,10552,Psomopoulos Fotis,
519,519,10553,Ghouila,
520,520,10554,Gorgolewski KJ,
521,521,10555,Storkey A,
522,522,10556,Wardlaw JM,
523,523,10557,Pernet CR,
524,524,10558,Edward Baker,
525,525,10559,Jan Povala,
526,526,10560,Michael Pawlus,
527,527,10562,Beck Kirstine,
528,528,10571,Alexander Raboin,
529,529,10572,Dèdéou Apocalypse Tchokponhoué,0000-0002-1285-245X
530,530,10573,Sognigbé N'Danikou,
531,531,10574,Deynze Allen Van,
532,532,10575,N. Meekings Kiran,
533,533,10576,Leipzig Jeremy,0000-0001-7224-9620
534,534,10577,P. Taylor Graham,0000-0002-3773-2390
535,535,10578,R. M. Bangham Charles,
536,536,10579,Yu Le,
537,537,10580,Launay Christian,
538,538,10581,Alexander Minushkin,
539,539,10582,Guo Yuxin,
540,540,10583,Chen Chong,
541,541,10584,Xie Tong,
542,542,10585,Cui Wei,
543,543,10586,Meng Haotian,
544,544,10587,Jin Xiaoye,
545,545,10588,Zhu Bofeng,
546,546,10589,Brown Kevin R,0000-0002-5514-2538
547,547,10590,Jurisica Igor,
548,548,10591,Alex Korablev,
549,549,10592,Froehlich Caroline,
550,550,10593,Dekel Gil,
551,551,10594,Kadi Adnan,
552,552,10595,Hany,
553,553,10596,Attwa Mohamed,
554,554,10597,Myles O'Neill,
555,555,10598,Muschelli John,
556,556,10599,Barrow Lisa,
557,557,10600,Lemmon Alan,
558,558,10601,Lemmon Emily,
559,559,10602,Gesquiere Laurence,
560,560,10603,Altmann Jeanne,
561,561,10604,Archie Elizabeth A.,0000-0002-1187-0998
562,562,10605,Alberts Susan C.,0000-0002-1313-488X
563,563,10606,Brijesh Singh,
564,564,10607,Shuai Chunyan,
565,565,10608,Yasuhara Moriaki,
566,566,10609,Iwatani Hokuto,0000-0001-6823-6528
567,567,10610,Hunt Gene,
568,568,10611,Okahashi Hisayo,
569,569,10612,Kase Tomoki,
570,570,10613,Hayashi Hiroki,
571,571,10614,Irizuki Toshiaki,
572,572,10615,Yolanda M.,
573,573,10616,Fernando Allan Gil S.,
574,574,10617,Renema Willem,0000-0002-1627-5995
575,575,10618,KAVYA H. RAO,
576,576,10619,I. V. LITVINYUK,
577,577,10620,R. T. SANG,
578,578,10621,Anurag Sharma,
579,579,10622,P. Gonçalves Bronner,
580,580,10623,Kapulu Melissa C.,
581,581,10624,Brambilla Alice,
582,582,10625,Keller Lukas,
583,583,10626,Bassano Bruno,
584,584,10627,Grossen Christine,
585,585,10628,Sudip Das,
586,586,10629,Rasolofoson Ranaivo,
587,587,10630,Alin Secareanu,
588,588,10631,Rajath Chidananda,
589,589,10640,A. Kaiser Sara,0000-0002-6464-3238
590,590,10641,Scott Sillett T.,0000-0002-7486-0076
591,591,10642,Risk Benjamin B.,
592,592,10643,S. Webster Michael,
593,593,10644,Flesch Elizabeth,
594,594,10645,Rotella Jay,
595,595,10646,Thomson Jennifer,
596,596,10647,Graves Tabitha,
597,597,10648,Garrott Robert,
598,598,10649,Salomé Jenny Von,
599,599,10650,Kukkonen Jyrki,
600,600,10651,Borowiec Marek L.,
601,601,10652,K. Lee Ernest,
602,602,10653,C. Chiu Joanna,
603,603,10654,C. Plachetzki David,
604,604,10655,Nikhil Parihar,
605,605,10656,Rippe John P.,
606,606,10657,V. Matz Mikhail,
607,607,10658,Medina Mónica,
608,608,10659,Khawaja Nida Z.,
609,609,10660,H. Pinzón C. Jorge,
610,610,10661,D. Castillo Karl,
611,611,10662,W. Davies Sarah,
612,612,10663,Ashadullah Shawon,
613,613,10664,Eus,
614,614,10665,Md Irfan Ali,
615,615,10667,Li Sanbai,
616,616,10668,Kim Sung Young,
617,617,10669,Zhang Liang,
618,618,10670,He Wenlong,
619,619,10671,Charlie Yaris,
620,620,10672,Gary Broughton,
621,621,10673,Ionas Kelepouris,
622,622,10674,Iyad Al Aqel,
623,623,10675,Kan Erik,
624,624,10676,Anglin Julia,
625,625,10677,Borich Michael,
626,626,10678,Thompson Paul,
627,627,10679,Rasmi Ranjan Patra,
628,628,10680,Bagus Nugraha,
629,629,10681,P. Broderick Michael,0000-0001-9765-5537
630,630,10682,J. Anderson Andrew,
631,631,10683,Di Liberto Giovanni M.,
632,632,10684,Crosse Michael J.,0000-0002-8282-8973
633,633,10685,C. Lalor Edmund,
634,634,10686,Cipollini Ben,
635,635,10691,Tehrani Bernard,
636,636,10694,Yura Shakhnazaryan,
637,637,10695,Therry Lieven,
638,638,10696,Bonte Dries,
639,639,10697,Payne Sam,
640,640,10698,Lemieux Claude,
641,641,10699,Otis Christian,
642,642,10700,Turmel Monique,
643,643,10702,Sheingate Adam,0000-0003-2765-420X
644,644,10703,Martin Robert,
645,645,10704,Keeve Nachman,
646,646,10705,Jacobs Grant H.,
647,647,10706,Peter A.,
648,648,10707,Warren P.,
649,649,10708,Chris M.,
650,650,10709,Rosengrave Patrice,0000-0001-8421-3094
651,651,10710,Montgomerie Robert,
652,652,10711,Gemmell Neil,
653,653,10712,Stone Daphne F.,
654,654,10713,James W.,
655,655,10714,Anderson Frances L.,
656,656,10715,Lendemer James C.,
657,657,10716,fatime selimi,
658,658,10717,Dun Hongchao,
659,659,10718,Tiberi Simone,
660,660,10719,Omar Aref,
661,661,10721,Jake Waitze,
662,662,10722,Mike Ortman,
663,663,10723,John D,
664,664,10725,McVay John D.,
665,665,10726,S. Manos Paul,
666,666,10727,Johnston Alice S. A.,0000-0001-8781-4039
667,667,10728,Richard M.,
668,668,10729,Eugene F,
669,669,10730,Partridge Linda,
670,670,10731,Thornton Janet M,
671,671,10733,Abineshkumar K,
672,672,10734,Adithya Ganesh,
673,673,10735,Mathias Meldgaard Pedersen,
674,674,10739,Rodo Miguel,0000-0002-2036-4878
675,675,10740,Rozot Virginie,0000-0001-9757-1501
676,676,10741,Hatherill Mark,
677,677,10742,Dintwe One B.,
678,678,10743,Nemes Elisa,0000-0003-1662-4961
679,679,10745,Turner Jessica,
680,680,10746,shivam rishishwar,
681,681,10749,John Simpson,
682,682,10750,Edmund Weiner,
683,683,10751,James Murray,
684,684,10752,Friedrich Konrad Beilstein,
685,685,10753,James H. Billington,
686,686,10754,Tim Brody,
687,687,10755,Gaston Waringhien,
688,688,10756,Aaron Swartz,
689,689,10757,del Hoyo J.,
690,690,10758,de Juana E.,
691,691,10759,Mahbod Moghadam,
692,692,10760,Cornell Lab,
693,693,10761,Peter H. Raven,
694,694,10762,De Yuan Hong,
695,695,10763,Wu Zhengyi,
696,696,10764,Pierre Nolot,
697,697,10765,Boye Wangensteen,
698,698,10766,Ronald Fricke,
699,699,10767,Richard van der Laan,0000-0003-2040-2106
700,700,10768,William Eschmeyer,
701,701,10769,Susan Maret,
702,702,10770,Miwa Ahlström,
703,703,10771,Kim Ahlström,
704,704,10772,Elizabeth Hawley,
705,705,10773,Denny Vrandečić,
706,706,10774,Markus Krötzsch,
707,707,10775,Timothy W. Clark,0000-0003-4060-7360
708,708,10776,Paolo Ciccarese,
709,709,10777,David Shotton,0000-0001-5506-523X
710,710,10778,Jonathon Green,
711,711,10779,Zuo Kun,
712,712,10780,Mourik Vincent,0000-0003-1522-7403
713,713,10781,Frolov S.M.,
714,714,10782,Plissard S.R.,
715,715,10783,Bakkers E.P.A.M.,
716,716,10784,Kouwenhoven L.P.,
717,717,10786,Andrea Wei-Ching Huang,
718,718,10787,Cheng-Jen Lee,0000-0002-4645-381X
719,719,10788,Alomari Muhannad,
720,720,10789,Hogg David C.,
721,721,10790,Cohn Anthony G.,
722,722,10791,Roger Finke,
723,723,10792,Sarah Montminy,
724,724,10793,Robert R. Martin,
725,725,10794,Jaime Harris,
726,726,10795,James A. Davis,
727,727,10796,Tom W. Smith,
728,728,10799,Peter V. Marsden,
729,729,10803,Eric Plutzer,0000-0002-5456-7227
730,730,10804,Michael B. Berkman,
731,731,10805,Elaine Howard Ecklund,
732,732,10806,Sarah K Lippincott,0000-0002-5700-5844
733,733,10807,Douglas McCarthy,
734,734,10808,Andrea Wallace,
735,735,10809,D. Barardo,
736,736,10810,R. Tacutu,
737,737,10811,E. Johnson,
738,738,10812,E. Diana,
739,739,10813,J. P. de Magalhaes,
740,740,10814,G. Lehmann,
741,741,10815,V. E. Fraifeld,
742,742,10816,D. Toren,
743,743,10817,J. Wang,
744,744,10818,T. Craig,
745,745,10819,A. Budovsky,
746,746,10820,D. Thornton,
